route_name,stop_id,stop_name,lat,lon,arrival,headway_next
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349909416,27493
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349936909,866
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349937775,996
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349938771,952
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349939723,709
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349940432,1607
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349942039,778
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349942817,1193
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349944010,1727
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349945737,2151
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349947888,1597
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349949485,1740
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349951225,2255
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349953480,1495
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349954975,1372
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349956347,196
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349956543,660
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349957203,600
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349957803,706
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349958509,360
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349958869,519
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349959388,448
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349959836,334
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349960170,89
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349960259,56
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349960315,437
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349960752,102
22,3410,20th St & 3rd St  ,37.76059,-122.388673,1349960854,283
