route_name,stop_id,stop_name,lat,lon,arrival,headway_next
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349193391,743353
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349936744,31
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349936775,2046
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349938821,2564
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349941385,644
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349942029,16127
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349958156,193
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349958349,1906
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349960255,921
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349961176,1656
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349962832,149
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349962981,1327
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349964308,780
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349965088,438
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349965526,767
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349966293,1254
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349967547,618
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349968165,1654
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349969819,1121
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349970940,724
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349971664,1233
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349972897,832
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349973729,2040
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349975769,105
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349975874,204
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349976078,697
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349976775,973
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349977748,1410
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349979158,511
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349979669,1122
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349980791,792
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349981583,1087
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349982670,807
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349983477,1666
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349985143,687
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349985830,2341
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349988171,372
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349988543,190
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349988733,1179
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349989912,565
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349990477,1158
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349991635,1446
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349993081,1162
19,5633,Galvez Ave & Horne Ave,37.72792,-122.365447,1349994243,2014
